GeneName,p-value
RN7SL749P,0.8300360739705108
RNU6-1042P,0.8300787350362515
LOC105375297,0.8302802947619714
MACC1-AS1,0.8303197282284288
PLK5,0.8305427172863562
RN7SL591P,0.8308202222092552
NOX1,0.8308261258422805
RNU6-1337P,0.8308659748742652
CIB3,0.8309080311993793
TPGS2,0.8311579724410151
RNU6-570P,0.8312954500202638
LINC01827,0.831311514863427
HSBP1L1,0.8313778289907507
URI1,0.8314730102671775
CAMTA1-AS2,0.8315397008832157
CHAC1,0.8315577874868425
POT1-AS1,0.8315997278194628
RN7SL169P,0.8317396220660612
INO80-AS1,0.8317862992844545
MALL,0.8318354782957589
SNAP47-AS1,0.8321557738295748
TMEM263-DT,0.8321653281035749
RNU6ATAC18P,0.8324045004485003
ACMSD,0.8324070447599371
TAF15,0.8325688922297753
GZMB,0.8326016047066928
CHKB-DT,0.8327359130513592
LOC105377489,0.8327486256594361
RN7SL180P,0.8330351574476094
LY75-CD302,0.8330636611472486
LINC02228,0.8330778844458343
LIF-AS1,0.8331223523564665
RN7SKP52,0.833180303004979
COL6A1,0.8332711903446058
PRP4K,0.8334396731276559
ZNF429,0.8334653017617918
QKILA,0.8335461525397697
MPHOSPH6-DT,0.8335601685147435
IFNAR1,0.8336175108122018
ZNF2,0.8336486490534796
HARBI1,0.833700873086168
CHGA,0.8337289859337503
MPZL2,0.8337683220742512
POLR1C,0.8338027362404232
BRMS1L,0.8338087797876228
ARRDC1,0.8338247107844692
GUCY2C-AS1,0.8339591115352203
LCE2C,0.8339602846983831
PAPOLB,0.8341833317880024
TBC1D17,0.8342383303201061
CD2BP2,0.8342566456095777
MIR3157,0.8342901729826044
MIR30C1,0.8343613516082706
FAM81B,0.8344046973850348
LOC105378780,0.834469765465492
FPR3,0.8344975864981476
MEGF9,0.834660398309639
NDUFB10,0.8347166459439477
LINC02718,0.8347915669820043
CLDN16,0.8348011928896637
LINC00842,0.8349195357996506
RNY4P14,0.8349554268554831
RNU7-96P,0.8349735932975606
LOC105377329,0.835044156455091
KLHL17,0.8350670218490255
OR8A1,0.8350805227378313
RTRAF,0.8351425735511406
HPS3,0.8351620645245161
EXT2,0.8352248996992039
GALNT16-AS1,0.8352636755688383
EIF5-DT,0.8352855166813582
FAM167A-AS1,0.8353330775994576
LOC101929657,0.8354364624093995
PGRMC2,0.8354582418967319
RNU6-728P,0.8354673070682926
RNU6-836P,0.8354673070682926
PRAP1,0.835582123577023
MIOS,0.8356102495251945
GABRG2,0.8358465751616473
GNPAT,0.8359311791375806
LINC01315,0.8359847898787406
MIPEP,0.8362790111959785
HMSD,0.8362864865273532
FGF21,0.8363287884716657
LOC124900311,0.8363515294531377
LOC101928718,0.8364204126970024
ECI2-DT,0.8364444531008243
ZNF761,0.8364718145908228
SPRR3,0.8365825740468482
SATB2,0.8366306612423773
PRLH,0.8366607216133759
UGT1A6,0.836724944747975
SLC13A3,0.8368452424379604
CT47C1,0.836847616754739
MIR128-2,0.8368858408174354
MYT1L-AS1,0.8369239372719428
KRT73,0.8369529062990824
IGFBP1,0.8370845630529966
ZC3HAV1L,0.8371824413539125
RN7SL253P,0.8372080750847766
CARD8,0.837236212861747
XXYLT1,0.8373508100088677
P3R3URF,0.8373575456262836
MYCBP,0.8373698851810756
MGC15885,0.8374041908247464
AGBL5-AS1,0.8374086066003456
IFNL1,0.8374333514438582
MIR4710,0.8375528369738408
SNORA58,0.8376271568286031
MIR4773-1,0.8376801194716734
MIR4773-2,0.8376801194716734
PRAMEF18,0.8377031331884124
LINC01239,0.8377224005482715
SNORD117,0.8377312323218207
PLCXD2-AS1,0.8378087774320568
OR51A7,0.8378395983574438
DMAC2,0.8378516898200339
DMD-AS3,0.8378759046243729
RNU6-933P,0.8378759046243729
RNU6-438P,0.8378759046243729
RN7SL614P,0.838031535540626
DAOA-AS1,0.8381731803246248
NIBAN3,0.8383210989676569
MIR3194,0.8383732767176375
RSPH10B,0.8385368934782402
LINC01303,0.8387620547660191
CAB39,0.8387755401836372
FAM13A-AS1,0.8390051569199543
DNMBP,0.839034882906366
VWC2L,0.8390508293962047
LOC105372155,0.8390722902996322
UQCRC1,0.8392905432074217
ANKRD33,0.8392936314667386
TMEM275,0.8393037490217952
PIGU,0.8395843935410157
LOC124904478,0.8396259752444897
RCOR1,0.8398289031379204
SUMF2,0.8399091228479708
PANK2-AS1,0.8399252969331051
LINC02282,0.8399505619930818
RP9,0.839968566499301
FLOT2,0.8400076116370946
WNT8B,0.8400586072030322
LINC01800,0.8400880725281632
ZNF722,0.8400998517199374
TRAPPC2L,0.8401262987877705
UQCC5,0.840335986995299
COQ2,0.8403657302579572
ISL2,0.8403911872490668
LRRC41,0.8404109118260727
RNU5A-6P,0.8404644711596697
RPL24,0.8404747731344172
LOC124900277,0.8405154534721526
TPM2,0.8405435792573546
LINC02968,0.8406197206814624
ASB15,0.840682507659934
LINC03010,0.8406873380020129
PRKX-AS1,0.8407717938687139
ST14,0.840798505541452
RNASEK,0.8408351214077475
HUNK,0.8408642904741067
LINC00879,0.8409152971582161
LINC01990,0.8409756605253738
LINC02385,0.8411042582308736
GCNT7,0.8411735638838804
TMPRSS11A,0.841175489649718
LINC02815,0.841205979609138
AGFG2,0.84123598910659
RNF214,0.8412375550007287
PTPRB-AS1,0.8412803962147741
POLR2H,0.8413242178787381
FAR1,0.8414261315207476
COL9A3,0.8414549710422674
LINC02071,0.8416420637257018
NIPA2,0.8416833849928382
IL6ST,0.8417756108171701
SNRNP48,0.8418524582452681
LOC102723692,0.8419912066816763
S1PR1-DT,0.842082644049203
LINC03042,0.842107752698599
MIR133A1HG,0.8421351996278486
OR1J1,0.8422314238997474
RLBP1,0.842282160861699
HSPA5-DT,0.8423779171684502
SLC2A2,0.8423935400535922
FANCG,0.842466365686185
CYC1,0.8425072908162412
LINC01656,0.8425113808999323
LOC105373514,0.8425450884539711
DPYD-AS2,0.8425810638433429
PALM2AKAP2-AS1,0.8426620431954923
LOC124902815,0.8426622442958411
RN7SL445P,0.8428241561265779
SULT2B1,0.8428778976803204
NDUFAF3,0.8429476455013835
LOC107986009,0.843040637303564
LOC101927394,0.843040637303564
LRWD1,0.8431823554270679
USP17L18,0.8432014585869985
MYADM-AS2,0.8432230447678815
TSPAN18,0.8433204120926072
RPL5,0.8433282085913154
LYPLA2,0.8435048464162364
FAM224B,0.8435638062933476
MRPS11,0.8436545461217646
SNORA14A,0.8437482713586726
APPBP2-DT,0.8437676449276814
CCDC92B,0.8438031187207634
SNORA70C,0.8438298522091112
SQLE-DT,0.8438577550138805
RAB22A,0.8438641103451314
TMEM80,0.8439549755240656
OR10Q1,0.8439598439921652
CCDC30,0.8439842768331476
TMCO6,0.8440006087993224
EPB41L4A,0.8440013309074517
SLC28A3,0.844154762252653
TMC5-AS1,0.8441819291782852
MIR548C,0.844273567522062
MIR548Z,0.844273567522062
LINC02278,0.8443305272501342
C4orf51,0.8443598495165776
LINC01356,0.8444501835629307
HRK,0.8447725143947471
SRPRB,0.8448429882490294
PTGES3,0.8448723612742337
LINC00705,0.8448736024175217
RNU4-1,0.8453229812754327
PEBP4,0.8455037093960418
LOC124902333,0.8455710616117456
RNU6-83P,0.8455710616117456
MIR4730,0.8456819636416697
ETV5,0.8460974675922244
MIR3132,0.8461282922898024
CD48,0.8461458795235465
HYAL4,0.8461587035882124
COG1,0.84616789053408
REC114,0.8462107923135598
LOC124904332,0.8462736771488356
H2BC26,0.8465760528963538
RAB31,0.8466233979997112
RNU105B,0.8467600768786504
FAM117B,0.8468585334975494
MIR2861,0.8469160227965116
NPY2R,0.8470769302367223
USP46-DT,0.847082190698024
LOC124903916,0.8471552250163918
ADPRS,0.8471567716618932
VAPB,0.8472303788344837
NPR1,0.8472851662043902
SPATA19,0.8474270980202058
CTAG2,0.8474843982188117
USP17L17,0.8475018576774225
LINC00459,0.847652207440017
RNU6-549P,0.8476554355226174
ARHGEF15,0.8478198869292495
RPL23,0.847839550546795
C1orf174,0.8479513017570383
LOC105370670,0.8479676148507328
SHC3,0.8480174543999469
LOC105379388,0.848269401170738
SEPTIN9-DT,0.8482713704197875
SNORA46,0.8482835853524878
NECTIN2,0.8482858785029459
MIR8068,0.8483461994525734
LINC02281,0.8484170958735654
KC6,0.8484774360486831
SF3B5,0.8485050373000409
IL4R,0.8486565106864712
DPEP2NB,0.8487321275815495
YME1L1,0.8487345123216701
JAZF1-AS1,0.8487629819774436
C16orf46,0.848792860060361
NBPF3,0.8488008211573477
LINC02136,0.8488079484225098
GPR31,0.8488833715408446
MIR376A1,0.8490185942501025
PRKAG2-AS1,0.8491506183082592
SNORD111,0.8491574113114381
ID1,0.849206896049597
ID2-AS1,0.8492281712223503
LOC124905265,0.8493708740082374
ADAT2,0.8495375558458196
KIF3B,0.849594407750941
HMX2,0.8496419310518988
OR5A1,0.8496503494840963
RNA5S12,0.8497654875769711
CDPF1,0.8497922897528393
CHST8,0.8499769643688868
SPTBN1-AS1,0.8500334788887465
ZNF491,0.8500378133154902
OR8D4,0.8500738655222928
CPA2,0.8501342290689989
LOC105375743,0.850212606473987
ACSS3-AS1,0.850221351838068
SKAP1-AS1,0.8502695667373509
SDHA,0.8503274945073002
SMC1B,0.8503448662720002
TCP10L3,0.8505201817496237
PMEPA1,0.8506108103929123
PAK4-AS1,0.850873319860501
CFHR2,0.8508848106950562
LOC105374313,0.8508955829487983
AOPEP-AS1,0.8510663866535704
SPMIP2,0.8511649508974339
SNX32,0.851170568700099
MIR365B,0.8512527675950798
RN7SKP282,0.8516210166599993
LOC105373974,0.8516216808349404
POTEC,0.8516217673244246
CCDC42,0.8517198990403466
TANK,0.8518119746833399
SLC17A6-DT,0.851859008093155
TIGAR,0.8518743372788761
TRMT1,0.8518746363156422
KCNS3,0.8519089027148463
SPNS1,0.8519145689063204
IGHV6-1,0.8519519624479214
MIR378D2HG,0.8520643391224454
PCDHB12,0.8520742613298515
THOC7-AS1,0.8521148090775321
NUP37,0.8521234355535996
LINC01456,0.8521802656085082
LOC101927269,0.852184402210726
NAV2-AS4,0.8522204520378008
LINC00523,0.8522393591973874
LINC02579,0.8522401603735963
GSTT4,0.8522615567001549
ANO1-AS1,0.8522643359708053
EPM2A,0.8523720822577349
TUBA3D,0.8523981912065324
LINC01378,0.8524739796541222
TRBV11-1,0.8525578386135098
LINC02950,0.8525690688724685
CHKA,0.8525857261708841
C17orf113,0.8525944939114696
SOX7,0.8526313868539085
RN7SKP77,0.8526332686826801
NID2,0.852639389589183
RNU6-621P,0.8527088661927916
PCDHA12,0.8528267419989888
DIRAS2,0.8528412167633403
LINC00347,0.8528575147166474
PTPN13,0.8528851931846649
ZIC2,0.8529222169090085
DHX34,0.8530413426546789
MIR494,0.8530663824492823
MIR4655,0.8530663824492823
PYCARD-AS1,0.8530888613903925
TYMS,0.8531694546385749
LNCEGFL7OS,0.8531860737972559
LOC105372524,0.8532436323326853
CHODL,0.853336711839482
ZNF596,0.8533611311892937
LINC02886,0.8533671189456924
KRT75,0.8534269311025986
SSH3,0.8535042611923687
ITPKB-IT1,0.8535790060670454
DIAPH3-AS1,0.8536349816970629
LINC02347,0.8536548875788008
TRBV7-2,0.853661510191891
MYH14,0.8537401327585665
LINC02032,0.8537687973068294
RNU4-10P,0.8537687973068294
IGKV2D-30,0.8537738062004102
NPIPA1,0.8538760670378801
NFILZ,0.8539035337828847
LOC124900275,0.8541218819949464
CT47A7,0.8541229024071957
TTC7B-AS2,0.8541538773121503
KLF2,0.854161814680422
SRGAP3-AS1,0.8541906034253494
BTBD17,0.8542525553511339
CD300LF,0.8543553914867323
ABHD17C,0.854483474550199
SCYGR1,0.8545488663098587
TUBA4B,0.8545521486474784
MIR8058,0.8548057133786027
CR1L,0.8549358648119277
PLA2G12A,0.8549816467041284
COL5A3,0.854997494911338
C1orf21-DT,0.8550201526297101
RCE1,0.8550374421157338
TMEM150B,0.8552219482782752
OR1M1,0.8552400159434359
LOC124903100,0.8553029096878565
LINC02492,0.8554164790055877
ANKHD1-DT,0.8554784618712301
KRT72,0.8555683688545135
AHSA1,0.8556123490134667
ANKRD30A,0.8556237131085797
RNY3P9,0.8557348901514658
USP38-DT,0.8557681937914507
LRRCC1,0.8557832773903408
SEMA3E,0.8558596893619789
LINC02654,0.855877528331882
LOC101927993,0.8559033278887495
UGT3A1,0.8559455524673325
RN7SKP53,0.8559790180906655
DOCK4,0.8561586577079336
KXD1,0.8561634537989626
LINC01736,0.856174671571473
CIAO2B,0.8561942264464057
SERINC1,0.8562082529336312
KCNK5,0.8562092858229189
RNU1-143P,0.8562455269477168
XAGE1B,0.856251016927375
CEP72-DT,0.8562933108543951
GPATCH1,0.8563168039562157
OR13C5,0.8563232269875323
INSL6,0.856418519923567
EHMT2-AS1,0.8564638756978269
USP7-AS1,0.8565781084444473
PDP1,0.8565858390112088
DNASE2,0.8565886902310184
MIR553,0.8565943085284737
CLEC3B,0.8567064867422787
NTS,0.8568011610803595
TMEM106A,0.8568518410234907
LINC02780,0.8568673921510889
LINC01591,0.8568742261886816
MIR1910,0.8569430609650577
LOC105373696,0.8570149833758159
ATP11C,0.8570693539546888
MIR4529,0.8572057440056893
RNU6-437P,0.8572988027629206
RNU6-964P,0.8572988027629206
RNU6-597P,0.8572988027629206
MAL-AS1,0.857362610525823
ZDHHC2,0.8573829861742899
RNU6-1176P,0.8575014762423296
WASHC4,0.8575060300215877
CYP2C18,0.8575150786434746
TRAJ22,0.8575350345929368
MIR7155,0.8575350345929368
ZNF575,0.8576561622259617
KCNQ1-AS1,0.8577092063037921
CDH20,0.8577274006835045
ARL13A,0.8577292089251338
PCHILR,0.8577324286414442
MINDY3,0.8578520674111935
IL6ST-DT,0.8578993059778679
RNU6-1191P,0.8579582846859615
LINC01487,0.8579582846859615
TRAJ21,0.8579582846859615
MIR486-2,0.8579747991616493
TMEM86B,0.8580158898851535
SNX7-DT,0.8580726701377643
ELF5,0.8581919981228773
LINC01873,0.8582451838278744
PRXL2B,0.8582553501040003
LINC00540,0.8583851205696098
RNU6-1201P,0.8584532028526592
SERTAD1,0.8585448659712656
RN7SL870P,0.8585964950033862
LINC01055,0.8586741055751823
POLD1,0.858738674531849
MPV17L2,0.858739485367304
CYP2A13,0.8587753408977379
LOC105377724,0.8587757716446633
RNF111,0.8589080267688555
SPDYE6,0.8589639219099077
RN7SL369P,0.8591400856374063
LOC124902596,0.8592736256287432
RN7SKP206,0.8593308939508532
LINC02026,0.859392364055761
LOC124909446,0.8594082161917531
ARPC1A,0.8594605392917197
SLC2A11,0.8594835113630555
MIR3189,0.8596002133803544
PROK1,0.8596324186871156
UBE2T,0.8596928226747732
CXXC5-AS1,0.85970480672469
DENND3-AS1,0.8598132447903797
MIR4305,0.8598340319888989
LINC02022,0.8598356331310972
CLEC9A,0.8598713574320572
ZNF606,0.8598738762004826
LSM10,0.8599036937115659
SPPL2B,0.8599574769690461
MIR4470,0.8599591373865136
SLITRK2,0.8600834507581231
RFNG,0.8601440446229708
ADIG,0.8601588691584845
GLRA3,0.8604069754241912
RBM44,0.8604373728548034
TCF20,0.8604769144517044
CLPX,0.8606250218633664
COX15,0.8607587873910694
MIR4300HG,0.8607718084270138
COX4I1,0.8608216634155481
POLR2J2-UPK3BL1,0.8608551151960415
CIDEA,0.8608798200931552
LINC02749,0.8609362341089224
LOC101929538,0.8610162007681872
LOC101929473,0.8610315626780218
RN7SKP94,0.8610780260593766
RN7SL652P,0.8611326037357369
BICC1,0.8612025431474237
L3MBTL2,0.8612099500441589
LHFPL4,0.8613997382194448
CABLES2,0.8614125946924511
APOBEC3B,0.8615247630736325
GCM2,0.8615965220686024
CIDEB,0.8616926579491152
RNASE4,0.861718595745614
GPR18,0.861720339401174
TMED3,0.8617500467594165
CEP131,0.8618074521698076
CXCR6,0.8619235982219027
OSTM1-AS1,0.8620370050852728
RNF220,0.8620499436742074
GNG5,0.8621029398151268
TAFA2,0.8621256283118632
FARSA,0.8621327755010318
PLEKHA7,0.8622175342170355
COX16,0.8622457098745362
RNU6-1190P,0.8623105404543698
RN7SL466P,0.8623349653727637
UNC79,0.8623364365693436
BHLHE23,0.8623689583554699
RNU7-148P,0.8625456576118053
CBR4-DT,0.8625456576118053
MIR6782,0.8625456576118053
RNU6-30P,0.8625869958828735
MIR655,0.8626897195163789
CGB1,0.8626925337618239
GPR12,0.862860453293712
RNU6-331P,0.8629101763246885
LINC02209,0.8629388228083876
SMARCA2-AS1,0.862949070595713
MED23,0.862966779377421
RPN1,0.8629956588093656
SNORD114-14,0.863124311204001
BTG4,0.8631468797501273
CTIF-AS1,0.8632406106829991
POLR3E,0.863269606332621
MIR6753,0.8632904986137963
ST20-AS1,0.8634232932162684
REXO1,0.8635528789514876
B4GALT4,0.8635580365000897
LINC02102,0.8637108590081495
LINC02985,0.8637579389359004
PPP1R3B-DT,0.8638657549125439
GATA4,0.8639532005306115
ANKRD18B,0.864062045919093
RN7SL557P,0.8641121224084155
GAU1,0.8642294630182057
COX18,0.864241510198785
LOC101927825,0.8643396361739352
SV2C,0.8643704479135456
DUSP16,0.8643710087116145
SLC1A2,0.8644687989889788
MIR548K,0.8644862864223402
ISL1,0.8645751033869904
RNU7-113P,0.8646444233767125
GPR174,0.8647481052132407
RNU6-723P,0.8648437728563088
LINC00691,0.8648916392956157
SCARNA18,0.8649811765206531
RPS6KL1,0.8651547351398193
ENOX1-AS1,0.8652843419820941
PDE1C,0.8653106180249386
ADIRF-AS1,0.8653147345575322
TRAJ10,0.8653294597272959
MARCHF11,0.8653874918392768
RNU6-808P,0.8654698282887684
C19orf81,0.8654858690616705
SIDT1-AS1,0.8654958881966676
GLTC1,0.8655020223367157
MAGEA8,0.8655039710343416
LINC01704,0.8655336684670621
OR52H1,0.8655435105805052
GCH1,0.8656190604767593
TROAP,0.8657635133319173
EIF2AK3-AS1,0.865911623212857
SAV1,0.8659199095740853
FAM87B,0.8660864629097339
LINC03017,0.8664756554150265
FAM9C,0.8665763465043568
LINC02762,0.8667177548206951
KCNJ1,0.8667259603124852
CDH23,0.8667699213686488
LOC124902571,0.8668107932733117
LINC01218,0.8668465978043656
IGF2-AS,0.8668786196960593
NR0B2,0.8671922217479457
ASPHD2,0.8672166585245766
RNU6-912P,0.8673134105680506
TET2,0.8673334357648292
GFRA4,0.867576058483627
LINC01744,0.8677115491041025
SNORD71,0.8677422834793487
MIR548AN,0.8677685946939502
RNU6-1038P,0.8677928072185259
TENM1,0.867841297715684
GOLGA2,0.8678448957416568
OR8S1,0.8679303875600792
ANAPC7,0.8679599541750278
ATXN7L2,0.8682157184634753
KHDC1-AS1,0.8683098572949575
NPDC1,0.8686549625077995
NBN,0.8688609667567087
SMCR2,0.8689128380287231
LINC00837,0.8690344658384941
ATMIN,0.8691355142716883
ELOVL1,0.8691476490146339
GOLGB1,0.869149300745029
HARS1,0.8691967797832613
TMEM256-PLSCR3,0.8692020595770695
RN7SL634P,0.869238899855201
MIR4747,0.8693461545047285
RN7SL840P,0.8693829997247693
SEC63,0.8693928681506151
RNU4-40P,0.8694045957784848
IL12A-AS1,0.8694366617919262
CARD14,0.8695422763061786
STX5-DT,0.8695656144339661
ERICH2-DT,0.8695708756646382
PPP2CA,0.8696146423120457
CPLANE1-AS1,0.8696165957608032
ABCB11,0.8696762163310421
KRT12,0.8697042117146744
BRPF1,0.8697407709356919
CYP2C9,0.8697420011210071
LOC107983987,0.869793376845773
GFI1,0.8698068969205102
CCDC142,0.86982846420175
CAMTA1-IT1,0.8698432301957003
ACSM2A,0.8699101470431754
KMT2C,0.8699178444457338
SNORD116-23,0.8700955111583629
RNU6-652P,0.8701472142956878
SSR2,0.8702768971897501
ACP5,0.8703148271258504
KCNJ2-AS1,0.8703372993280529
RN7SKP261,0.8704089271615587
LINC02395,0.8704363349083379
LALTOP,0.870451337123619
CLDN24,0.8705705583359489
RNU6-616P,0.8706520993219402
RPS4Y2,0.8706541760301877
LINC02988,0.8707447559038828
TRAC,0.8707826877369708
BCAM,0.8707924205557653
KCNIP1,0.8708662096197726
RNU6-235P,0.8709173701892519
PAGE2,0.8711057875384487
ACAD10,0.8711711013827541
RFX5-AS1,0.8712224789005163
LINC01939,0.8713007560138909
LINC02612,0.8713199087114896
SNORD14E,0.8713479906017445
KLHL26,0.8714285915873321
RN7SL152P,0.871550631467112
PLPPR5-AS1,0.8716472285985044
MRPL12,0.8716567349351891
RNU4ATAC15P,0.8717717471011902
DLG3-AS1,0.8717874330695666
ZNF468,0.8718345405757302
LINC01226,0.8718463484462751
ADCY9,0.8719007500406457
KLHL22,0.8719377125803682
KIAA2012,0.871962100999718
LINC03146,0.871972824510162
CD302,0.8721823562955077
CKAP2,0.8722896077705563
PTH2,0.8722979232904559
SEMA5A,0.8723363812728869
DOCK10,0.8723479618355037
DSG1-AS1,0.8723764371733224
KCNA6,0.8724186940615113
PPEF1-AS1,0.8725384570093075
MTO1,0.8725809147808785
LINC02024,0.8726383765766417
PCDH11Y,0.8726555170036661
RBM12,0.8726637080379518
CCDST,0.8726682403521134
LINC01864,0.8726821548986082
RNU6-1311P,0.872690504742238
SMAD3-AS1,0.8729356643438414
ATG16L2,0.872935983889724
PDE4A,0.87299894625817
RNU5A-8P,0.8730737731983879
KDM2B,0.8732518501130522
LINC01890,0.8732563440644782
RNU1-67P,0.8732909264873668
RGPD4,0.8734019059547558
HIVEP2,0.8735582545509418
MAST4,0.87355905014966
LOC283038,0.8735852530572075
FER,0.8736361087653641
MSH5-SAPCD1,0.8736451796917656
USP17L10,0.8737259862435445
CCL1,0.8737589131829739
MIR12136,0.8737981865509161
RN7SKP192,0.873809945825183
ANXA8,0.8738270467712315
RGS9BP,0.8738731774644621
HBD,0.8741160003934487
LRP5L,0.8741214494424158
SLC17A2,0.8741707278309715
PIGY-DT,0.8741951643142208
LIN9,0.8742085455122326
PTPRCAP,0.8744291074328054
PSMC6,0.8744905408698436
ZMAT3,0.874492651903746
TMC3,0.8745088529617332
LOC124901020,0.8745679189526524
RN7SKP287,0.874637311617662
SAMSN1,0.8746852869818467
KCTD4,0.8747351410364432
PLCG2,0.8748070799998603
LASTR,0.8748924758061801
KCNH5,0.8749098659456009
IGFL1,0.8749575885970551
ZNF451-AS1,0.8749952111303998
CYP26A1,0.8751123892658756
RNU6-71P,0.875252514069293
SLC39A1,0.8753705838449376
OR56A4,0.8754447601689193
SCGB1A1,0.8755096340128232
SENP3-EIF4A1,0.8755224540098847
TRDJ2,0.8756811357470803
NAA25,0.8758035776965959
LINC00307,0.8761188374925988
AA06,0.876232142485438
GPC3-AS1,0.876232142485438
RN7SL66P,0.8762619762807399
DCTN2,0.8762705701752698
LINC02446,0.8762821993204748
LINC00851,0.8763032791270167
DENND5B-AS1,0.8763164566297822
IGLV9-49,0.8763459011952941
PRKAB1-AS1,0.8763582536133335
LOC105377155,0.8763607486794687
IRGC,0.8765818207511114
OR6B1,0.8766472415472714
RN7SKP122,0.876756878592757
LINC00524,0.876756878592757
LINC02143,0.8767765366129394
NRAD1,0.8767844038088042
NDUFB11,0.8768339905388214
NSD2,0.8768620933465092
RNASE9,0.8768717447477807
SERPINB4,0.876890698683418
LOC124900346,0.876900628005188
LOC105372165,0.876923242920099
LNCNEF,0.8769428389694072
USP10,0.8770317442008241
CHRM5,0.8771307020050013
ZNF705EP,0.8773185814875039
TCF25,0.8773253552531275
LINC00240,0.877359125776239
TMEM246-AS1,0.8773810600577339
LINC02685,0.8774762989724999
LARGE-IT1,0.877786641628021
EGR1,0.8780881506912966
OR4S2,0.8782104201053775
ANXA13,0.8782214850523273
KIF5C-AS1,0.8782716567160942
PRKAR2B-AS1,0.8783093655620995
LINC01690,0.8783488187443329
RN7SL379P,0.8784557096718821
SP2,0.878554766233233
RPA1,0.8786873283986775
ENTPD1-AS1,0.8786945110923863
MIR4520-2,0.8786964844484135
MIR8075,0.8787562571121754
RN7SL313P,0.8788156773784545
PPIC,0.8788607188359145
MFSD1,0.8788639115906596
TTC7B-AS1,0.8790455936969019
AQP2,0.879155093397181
ZAR1,0.8791857458319007
